Date,Demand Partner,Integration Type,Deal Name or Line Item Name,Deal ID,Interactions,Bidding Interactions,eCPM,Impressions,Total Revenue
"2024-05-10","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",535769,3,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",520337,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",520132,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",519491,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",519491,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",519471,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",519471,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",519451,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",519431,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",519431,0,NAN,0,0
"2024-04-26","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",519431,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",519420,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",519215,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",518870,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",518785,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",518732,0,NAN,0,0
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",518692,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",512119,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",511947,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",511828,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",511762,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",511650,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",511326,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",511267,0,NAN,0,0
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",511181,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",504789,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",504769,0,NAN,0,0
"2024-04-23","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",504749,0,NAN,0,0
"2024-05-08","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",499140,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",478141,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",478121,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",478121,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",478121,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",478121,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",478101,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",478101,0,NAN,0,0
"2024-04-24","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",478101,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",429611,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",429578,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",429578,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",429578,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",429558,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",429545,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",429545,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",429492,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",426132,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",426105,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",426039,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",426006,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",425914,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",425755,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",425716,0,NAN,0,0
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",425418,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",423364,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",423331,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",423331,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",384836,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",384836,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",384836,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",384836,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",384836,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",384816,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",384816,0,NAN,0,0
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",384783,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",319773,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",319720,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",319707,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",319687,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",319687,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",319654,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",319654,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",319634,0,NAN,0,0
"2024-05-04","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",313016,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",288173,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",288173,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",288173,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",288153,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",288153,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",288153,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",288153,0,NAN,0,0
"2024-04-22","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",288153,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",270913,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",270913,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",270913,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",270893,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",270893,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",270893,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",270893,0,NAN,0,0
"2024-04-25","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",270893,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",244344,0,NAN,0,0
"2024-04-27","Bidswitch OpenRTB","smartadserver","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",244344,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",239451,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",239431,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",239418,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",239385,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",239365,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",239299,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",239299,0,NAN,0,0
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",239253,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",237432,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",237366,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",237313,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",237174,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",237062,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",236908,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",236811,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",236791,0,NAN,0,0
"2024-04-18","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",236732,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",236631,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",236558,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",236446,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",236446,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",236327,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",236043,0,NAN,0,0
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",235706,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",225131,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",225098,0,NAN,0,0
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",225098,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP=SS-Kinesso (Haryana) - Display","91076814-6f5f-2b91-2e10-e449acfad20e",218566,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Haryana - Display","35a1603b-2d58-2e90-7576-fdfa866f92a3",218566,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Display","31217d15-f08f-cc08-fdd6-520ea83e3883",218533,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Maharashtra - Display","321afe3c-f9ed-29af-7945-a21358cb6ca5",218533,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-SS-REPRISE MEDIA INDIA PRIVATE LIMITED - Karnataka - Display","4bc69435-3db1-ffd3-2760-5bce06ded216",218500,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Karnataka) - Display","6774ea4e-337a-f82a-c9d1-cc711c3a5b49",218500,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP-SS-IA - Display","372715b9-c4ee-ca9a-a293-a5ea1aaf49a0",218487,0,NAN,0,0
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Display","9ac8b714-468a-4099-4f5c-e938a9694ed3",218447,0,NAN,0,0
