Date,Demand Partner,Integration Type,Deal Name or Line Item Name,Deal ID,Interactions,Bidding Interactions,eCPM,Impressions,Total Revenue
"2024-05-07","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",2492250,1579612,0.96189557466178,110726,106.5068494
"2024-05-09","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",2211553,1656822,0.89379978822582,86885,77.6577946
"2024-05-10","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1222892,746278,1.7041404449515,43825,74.683955
"2024-05-09","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1275066,720335,1.6646428061518,41744,69.4888493
"2024-05-06","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1655199,716301,1.6374814796656,40793,66.797782
"2024-05-14","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",1074747,609872,1.0055401988703,64263,64.6190298
"2024-05-08","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",2063850,1352183,0.92563139906131,67967,62.9123893
"2024-05-12","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1132418,752659,1.679344564056,37436,62.8679431
"2024-05-14","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1299579,834704,1.647712046401,36982,60.9356869
"2024-05-13","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1128925,666322,1.6787873923324,35526,59.6406009
"2024-05-11","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",683427,466810,1.70284689768,33620,57.2497127
"2024-05-08","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1447570,735903,1.6330784917518,31825,51.972723
"2024-05-11","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",632488,415871,1.094568076943,38574,42.221869
"2024-05-13","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",1064491,601888,0.86995741810691,39808,34.6312649
"2024-04-17","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",518256,346760,0.27661417511454,109791,30.3697469
"2024-05-10","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",1053002,576388,0.96342812943962,25340,24.4132688
"2024-05-12","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",1098645,718886,0.8612684586231,27177,23.4066929
"2024-05-05","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",895954,578661,1.2826563608418,16916,21.697415
"2024-04-23","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1093743,530624,0.44857648513651,41242,18.5001914
"2024-04-30","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",453224,254868,0.6023951536161,29424,17.724875
"2024-04-24","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1464048,743949,0.39075806060894,42106,16.4532589
"2024-05-06","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",1346089,407191,1.2829253642019,12699,16.2918692
"2024-04-22","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",752408,322830,0.49548217775854,32336,16.0219117
"2024-04-20","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",805604,382240,0.45450008407747,34492,15.6766169
"2024-04-18","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1174671,937325,0.235334232623,65978,15.526882
"2024-04-25","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1938175,977918,0.33629538685322,43311,14.5652895
"2024-04-30","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",39021,33876,0.54951734498102,24497,13.4615264
"2024-04-21","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",713131,473700,0.39495589173399,33547,13.2495853
"2024-04-30","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",280506,232210,0.3445155004113,36470,12.5644803
"2024-05-07","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",1744383,831745,1.4005833091112,8945,12.5282177
"2024-04-19","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",877663,451643,0.34783832839192,35415,12.3186944
"2024-04-29","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1688626,983988,0.29344416835449,40486,11.8803806
"2024-04-17","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",333165,114566,0.46419274072316,25278,11.7338641
"2024-05-02","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1052542,540476,0.31362575978468,35668,11.1864036
"2024-04-26","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1282108,662896,0.32766949393939,33000,10.8130933
"2024-05-01","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",488320,373592,0.35283774582837,26848,9.4729878
"2024-04-27","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",908736,589016,0.34611936582911,25829,8.9399171
"2024-04-18","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",803017,676700,0.1041893966935,80871,8.4259007
"2024-04-20","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",792243,407407,0.13618823067169,55993,7.6255876
"2024-04-19","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",60650,43974,0.23647813501668,30574,7.2300825
"2024-04-28","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",1352822,832372,0.2632545121138,26994,7.1062923
"2024-04-21","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",540433,400515,0.1305032627752,54187,7.0715803
"2024-04-19","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",542800,371615,0.11861011299532,58321,6.9174604
"2024-04-21","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",50068,43503,0.21914553544646,30003,6.5750235
"2024-04-20","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",77796,38307,0.2344881527757,26732,6.2683373
"2024-04-25","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",63270,42219,0.2316466445132,26181,6.0647408
"2024-04-24","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",437158,254893,0.13194606651885,45100,5.9507676
"2024-04-18","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",58872,46080,0.19463995945227,30088,5.8563271
"2024-04-22","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",480799,320434,0.122934928599,46638,5.7334392
"2024-04-23","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",463606,276445,0.13905892566869,40602,5.6460705
"2024-04-22","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",35930,29298,0.25016221364724,20473,5.121571
"2024-04-25","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",532264,346389,0.12706430205348,38033,4.8326366
"2024-04-16","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",112079,7257,1.2901753045404,3612,4.6601132
"2024-05-13","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",149424,142540,1.0531183482041,4371,4.6031803
"2024-05-13","Bidswitch OpenRTB","verve","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",67972,61921,1.4417876859766,3159,4.5546073
"2024-04-26","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",50317,40997,0.1779138657541,24254,4.3151229
"2024-04-23","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",44047,27489,0.22599196079482,18671,4.2194959
"2024-04-24","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",43721,27822,0.22151293260474,18666,4.1347604
"2024-05-02","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",587714,441815,0.087660629820599,46934,4.114264
"2024-05-12","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",57123,53493,1.0317310630812,3979,4.1052579
"2024-04-29","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",369430,295301,0.15347152235894,26656,4.0909369
"2024-05-03","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",912313,535281,0.2120742962261,17939,3.8044008
"2024-04-28","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",36693,34616,0.1813170185666,20413,3.7012243
"2024-04-26","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",556353,429358,0.099023137880673,36974,3.6612815
"2024-04-27","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",562704,467774,0.096898847001639,35386,3.4288626
"2024-04-17","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",18228,10569,0.49716847186604,6629,3.2957298
"2024-04-28","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",472425,386938,0.096448289762286,33738,3.2539724
"2024-05-01","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",36027,31385,0.16448324079262,19631,3.2289705
"2024-05-05","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",605786,125162,0.12223876001687,26081,3.1881091
"2024-05-01","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",338982,284092,0.088245364144867,35398,3.1237094
"2024-05-07","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",9377,6880,0.8802706381733,3416,3.0070045
"2024-04-27","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",34299,31184,0.16345149594038,17982,2.9391848
"2024-05-09","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",487909,233066,0.21851902915758,12381,2.7054841
"2024-05-07","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",541930,214623,0.22654952210275,11718,2.6547073
"2024-05-13","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",774726,191321,0.20401990722541,12719,2.5949292
"2024-05-14","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",262062,147923,0.22064459692733,11586,2.5563883
"2024-05-04","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",997108,327687,0.21220235137163,11993,2.5449428
"2024-05-06","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",653038,87833,0.11549955927121,22009,2.5420298
"2024-05-08","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",457864,206742,0.24523032683542,10311,2.5285699
"2024-05-02","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",32922,27099,0.15852343088179,15582,2.4701121
"2024-05-03","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",380703,320136,0.07958609697207,30648,2.4391547
"2024-04-16","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",236250,11119,1.2136650809717,1976,2.3982022
"2024-05-06","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",148304,87338,0.30267354906328,7633,2.3103072
"2024-05-08","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",543073,152413,0.13146595054722,17269,2.2702855
"2024-05-05","Bidswitch OpenRTB","eb","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",505454,188161,1.3587533775633,1658,2.2528131
"2024-04-29","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",22922,20930,0.18221594214741,12238,2.2299587
"2024-05-07","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",8737,8425,1.0950789122627,1949,2.1343088
"2024-05-05","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",193144,76314,0.37967010476879,5536,2.1018537
"2024-05-10","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",391108,201057,0.20364191222571,9570,1.9488531
"2024-04-16","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",7708,4095,0.80536893081761,2385,1.9208049
"2024-05-08","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",13249,11661,0.95342225534029,2013,1.919239
"2024-05-04","Bidswitch OpenRTB","eb","IN-DSP-SS-IA-Haryana - Video","8e1569c5-377c-0c9c-8409-d57667f371f1",61703,35017,1.2288921428571,1540,1.8924939
"2024-05-11","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",370725,164442,0.20855699285076,8952,1.8670022
"2024-05-11","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",13829,11635,0.82383652416357,2152,1.7728962
"2024-05-12","Bidswitch OpenRTB","eb","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",305923,161447,0.21329582242175,8019,1.7104192
"2024-05-03","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",19856,15877,0.16221910087229,8942,1.4505632
"2024-05-14","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",688428,67269,0.089266055846422,16044,1.4321846
"2024-05-06","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",21499,14234,0.13991182861204,9849,1.3779916
"2024-05-07","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",293133,178213,0.08346831828167,16388,1.3678788
"2024-05-11","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",562737,130029,0.073753824874386,17713,1.3064015
"2024-05-05","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",18682,12786,0.15349823695346,8508,1.305963
"2024-05-04","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",313549,219010,0.073262937421635,17546,1.2854715
"2024-05-08","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",6393,6280,1.0698026690391,1124,1.2024582
"2024-05-08","Bidswitch OpenRTB","verve","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",13321,11293,1.4886009055627,773,1.1506885
"2024-05-07","Bidswitch OpenRTB","verve","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",10717,7727,1.4331282994924,788,1.1293051
"2024-05-12","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",270094,129441,0.072459862894012,14879,1.0781303
"2024-05-10","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",300066,141869,0.074613063968397,14429,1.0765919
"2024-04-30","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",45965,35380,0.34390879842416,3046,1.0475462
"2024-04-21","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",84577,55523,0.22692596621153,4321,0.9805471
"2024-05-11","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",6827,6627,1.0711375139978,893,0.9565258
"2024-05-10","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",7301,7028,1.0794229714286,875,0.9444951
"2024-04-17","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",40571,3919,0.44568274881517,2110,0.9403906
"2024-05-09","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",5504,5258,1.0800472422062,834,0.9007594
"2024-05-07","Bidswitch OpenRTB","ortb25","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",12260,11976,0.56736765273312,1555,0.8822567
"2024-05-14","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",13055,7183,0.16681579046899,5288,0.8821219
"2024-05-13","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",290836,95972,0.064516039633465,13423,0.8659988
"2024-05-12","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",5474,5221,1.0676351183064,803,0.857311
"2024-05-09","Bidswitch OpenRTB","venn","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",257176,137422,0.070580718844474,11908,0.8404752
"2024-04-25","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",98091,74134,0.20837361470741,3862,0.8047389
"2024-05-14","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",9276,4008,0.69847860262009,1145,0.799758
"2024-04-23","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",62201,36811,0.25800528534371,3084,0.7956883
"2024-04-24","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",70832,41724,0.21659931153184,3486,0.7550652
"2024-05-14","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",4921,4688,1.0889194117647,680,0.7404652
"2024-05-11","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",15926,8261,0.15301873565617,4793,0.7334188
"2024-05-13","Bidswitch OpenRTB","a9","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",4574,4554,1.0827849253731,670,0.7254659
"2024-05-10","Bidswitch OpenRTB","prebid_server","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",7724,3951,1.2049388601036,579,0.6976596
"2024-05-10","Bidswitch OpenRTB","venn","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",4797,3534,0.80569693034238,847,0.6824253
"2024-04-26","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",102620,78852,0.16453456490034,4114,0.6768952
"2024-04-20","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",85329,39809,0.23473468891206,2877,0.6753317
"2024-05-10","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",23237,7844,0.14596606942889,4465,0.6517385
"2024-05-01","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",67625,52559,0.14926515518914,4124,0.6155695
"2024-05-05","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",35065,29053,0.15450038520801,3894,0.6016245
"2024-05-08","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",10482,5248,0.18089554351099,3321,0.6007541
"2024-05-09","Bidswitch OpenRTB","verve","IN-DSP-SS-IA (Karnataka) - Video","72248636-2a9f-15ea-c921-710d7ce5b747",6637,4632,1.4835944303797,395,0.5860198
"2024-05-04","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",17749,7346,0.15515786350148,3707,0.5751702
"2024-04-22","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",70921,31703,0.20430625451916,2766,0.5651111
"2024-05-07","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",23273,8768,0.11549983224995,4769,0.5508187
"2024-04-28","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",112350,91362,0.15416353317811,3436,0.5297059
"2024-04-29","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",81507,57084,0.19719685486927,2639,0.5204025
"2024-04-27","Bidswitch OpenRTB","verve","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",108485,84091,0.16526913117547,2935,0.4850649
"2024-05-09","Bidswitch OpenRTB","sdkandroid","IN-DSP-SS-Kinesso (Maharashtra) - Display","e22ed6ec-daec-15af-0925-af25b14d3124",17931,6008,0.13847584369449,3378,0.4677714
